ticker,entry_date,entry_price,stop_loss,take_profit,tech_score,signals,exit_date,exit_price,pnl_pct,status,hold_days,max_drawdown_pct,max_favorable_pct
VRSK,2025-12-17,219.17,211.3943,234.7214,9.95,"20MA눌림목, 50MA눌림목, BB하단반등, MACD상향, 스토캐스틱크로스",2025-12-29,224.74,2.4914,expired,7,-1.1726,3.0205
HON,2025-12-17,199.89,194.2886,211.0929,9.33,"50MA눌림목, 돌파(20d_high_breakout), 이평정배열, 거래량1.6x, 스퀴즈돌파",2025-12-29,197.09,-1.4508,expired,7,-2.5864,0.7204
IDXX,2025-12-17,695.6,662.4928,761.8143,9.12,"20MA눌림목, 50MA눌림목, BB하단반등, 스토캐스틱크로스",2025-12-29,687.89,-1.1584,expired,7,-2.8091,2.3117
SBUX,2025-12-17,85.21,81.4043,92.8214,8.9,"20MA눌림목, 50MA눌림목, BB하단반등, MACD상향",2025-12-29,85.57,0.3725,expired,7,-2.1476,6.3021
AEP,2025-12-18,115.58,111.71,123.32,10.0,"20MA눌림목, 50MA눌림목, BB하단반등, 강세다이버전스, 스토캐스틱크로스",2025-12-30,115.99,0.3047,expired,7,-1.5055,0.9863
XEL,2025-12-18,73.61,70.5886,79.6529,9.67,"BB하단반등, 강세다이버전스, 거래량1.6x, 스토캐스틱크로스",2025-12-30,74.19,0.7379,expired,7,-1.5759,1.44
TTWO,2025-12-18,246.65,237.4086,265.1329,9.43,"20MA눌림목, 50MA눌림목, BB하단반등, MACD상향, 스토캐스틱크로스",2025-12-30,257.91,4.5152,expired,7,-0.9163,5.4288
MDLZ,2025-12-18,54.78,52.6343,59.0714,9.4,"20MA눌림목, BB하단반등, MACD상향, 거래량1.7x, 스토캐스틱크로스",2025-12-30,54.81,0.0048,expired,7,-2.3184,0.8762
ADSK,2025-12-18,299.24,286.3057,325.1086,8.54,"20MA눌림목, 50MA눌림목, BB하단반등, 스토캐스틱크로스",2025-12-30,299.54,0.0503,expired,7,-1.2131,1.5205
AAPL,2025-12-19,273.67,264.4757,292.0586,10.0,"20MA눌림목, 50MA눌림목, BB하단반등, 거래량3.0x",2025-12-31,271.86,-0.7114,expired,7,-1.5018,0.6431
GILD,2025-12-19,124.29,118.5814,135.7071,10.0,"20MA눌림목, 50MA눌림목, 돌파(10d_high_breakout), 강세다이버전스, 거래량3.1x",2025-12-31,122.74,-1.2971,expired,7,-1.5367,2.5103
TTWO,2025-12-19,247.4,238.3529,265.4943,10.0,"20MA눌림목, 50MA눌림목, BB하단반등, 골든크로스, 거래량2.6x",2025-12-31,256.03,3.4383,expired,7,-0.1374,5.1091
CCEP,2025-12-19,92.14,89.15,98.12,9.88,"20MA눌림목, 50MA눌림목, BB하단반등, 거래량2.8x, 스토캐스틱크로스",2025-12-31,90.7,-1.6128,expired,7,-1.9753,0.2822
FANG,2025-12-19,148.13,138.55,167.29,9.57,"20MA눌림목, 50MA눌림목, BB하단반등, 거래량2.1x",2025-12-31,150.33,1.4352,expired,7,-2.248,3.4159
XEL,2025-12-22,73.85,70.9886,79.5729,10.0,"20MA눌림목, BB하단반등, 강세다이버전스, 거래량1.6x, 스토캐스틱크로스",2026-01-02,74.68,1.0739,expired,7,-0.7854,1.9364
VRSK,2025-12-22,220.44,212.6986,235.9229,9.84,"20MA눌림목, 50MA눌림목, BB하단반등, 스토캐스틱크로스",2026-01-02,221.02,0.2131,expired,7,-1.2339,2.427
FANG,2025-12-22,148.46,138.6229,168.1343,9.62,"20MA눌림목, 50MA눌림목, BB하단반등, 스토캐스틱크로스",2026-01-02,152.34,2.5635,expired,7,-2.4653,3.5026
ADSK,2025-12-22,300.47,288.2029,325.0043,8.9,"20MA눌림목, 50MA눌림목, BB하단반등, MACD상향",2026-01-02,288.2029,-4.1327,stop_loss,7,-5.9773,0.8753
ROP,2025-12-22,449.25,434.6786,478.3929,8.65,"20MA눌림목, 50MA눌림목, BB하단반등, 이평정배열, 스토캐스틱크로스",2026-01-02,434.6786,-3.2935,stop_loss,7,-4.6878,0.7858
CCEP,2025-12-23,91.57,88.7886,97.1329,9.12,"20MA눌림목, 50MA눌림목, BB하단반등, 이평정배열",2026-01-02,88.7886,-3.0875,stop_loss,6,-3.8987,0.6225
MSFT,2025-12-23,486.85,471.9171,516.7157,8.83,"20MA눌림목, 50MA눌림목, BB하단반등, 골든크로스",2026-01-02,471.9171,-3.1172,stop_loss,6,-3.4282,0.5813
TMUS,2025-12-23,197.67,189.2657,214.4786,8.35,"20MA눌림목, BB하단반등, MACD상향, 스토캐스틱크로스",2026-01-05,200.86,1.5638,expired,7,-0.2985,3.3237
AMZN,2025-12-23,232.14,223.29,249.84,7.9,"20MA눌림목, 50MA눌림목, BB하단반등, MACD상향",2026-01-05,233.06,0.3463,expired,7,-3.205,1.4302
ROP,2025-12-23,449.34,435.1843,477.6514,7.62,"20MA눌림목, 50MA눌림목, BB하단반등, 이평정배열",2026-01-02,435.1843,-3.2003,stop_loss,6,-4.7069,0.7656
ADSK,2025-12-24,298.21,286.7528,321.1243,9.92,"20MA눌림목, 50MA눌림목, BB하단반등, MACD상향",2026-01-02,286.7528,-3.892,stop_loss,5,-5.2647,1.6398
HON,2025-12-24,196.93,191.0828,208.6243,9.15,"20MA눌림목, 50MA눌림목, BB하단반등, 이평정배열, 스토캐스틱크로스",2026-01-06,204.94,4.0174,expired,7,-1.8179,4.3823
VRSK,2025-12-24,218.85,211.5143,233.5214,8.36,"20MA눌림목, 50MA눌림목, BB하단반등, 스토캐스틱크로스",2026-01-06,221.23,1.0375,expired,7,-0.5209,3.1711
AEP,2025-12-24,115.31,112.17,121.59,8.03,"20MA눌림목, 50MA눌림목, BB하단반등",2026-01-06,115.04,-0.2841,expired,7,-2.4022,1.2228
EA,2025-12-24,204.78,203.37,207.6,7.91,"20MA눌림목, 50MA눌림목, BB하단반등, MACD상향, 이평정배열",2026-01-06,204.28,-0.2942,expired,7,-0.2588,0.0537
AEP,2025-12-26,115.67,112.5814,121.8471,9.92,"20MA눌림목, 50MA눌림목, BB하단반등, MACD상향",2026-01-05,112.5814,-2.7202,stop_loss,5,-2.706,0.9078
KDP,2025-12-26,28.1,26.9986,30.3029,9.12,"20MA눌림목, 50MA눌림목, BB하단반등, 스토캐스틱크로스",2026-01-06,26.9986,-3.9697,stop_loss,6,-4.0214,1.0676
PEP,2025-12-26,143.78,139.1257,153.0886,9.12,"20MA눌림목, 50MA눌림목, BB하단반등, 스토캐스틱크로스",2026-01-06,139.1257,-3.2871,stop_loss,6,-3.6236,1.0363
ADSK,2025-12-26,300.71,289.3986,323.3329,8.86,"20MA눌림목, 50MA눌림목, BB하단반등, 스토캐스틱크로스",2026-01-02,289.3986,-3.8116,stop_loss,4,-6.0523,0.7948
VRSK,2025-12-26,220.34,213.16,234.7,8.31,"20MA눌림목, 50MA눌림목, BB하단반등",2026-01-07,219.61,-0.3813,expired,7,-1.1936,2.4734
ADSK,2025-12-29,301.23,290.8571,321.9757,8.31,"20MA눌림목, 50MA눌림목, BB하단반등",2026-01-02,290.8571,-3.4935,stop_loss,3,-6.2145,0.1427
FANG,2025-12-29,148.57,139.6714,166.3672,8.03,"20MA눌림목, 50MA눌림목, BB하단반등",2026-01-07,139.6714,-6.0395,stop_loss,6,-6.1654,4.0452
TMUS,2025-12-29,203.15,195.5629,218.3243,7.93,"20MA눌림목, 50MA눌림목, 강세다이버전스",2026-01-08,197.91,-2.6294,expired,7,-3.7066,0.5366
CCEP,2025-12-29,91.73,89.2229,96.7443,7.81,"20MA눌림목, 50MA눌림목, BB하단반등",2026-01-02,89.2229,-2.7832,stop_loss,3,-4.0663,0.0763
MDLZ,2025-12-29,55.04,53.3043,58.5114,7.81,"20MA눌림목, 50MA눌림목, BB하단반등",2026-01-05,53.3043,-3.2036,stop_loss,4,-4.0879,0.3815
MSFT,2025-12-30,487.48,473.5857,515.2686,9.65,"20MA눌림목, 50MA눌림목, BB하단반등, 이평정배열, 스토캐스틱크로스",2026-01-02,473.5857,-2.9002,stop_loss,2,-3.553,0.1354
AEP,2025-12-30,115.99,113.1543,121.6614,8.85,"20MA눌림목, 50MA눌림목, BB하단반등, 거래량2.1x",2026-01-05,113.1543,-2.4948,stop_loss,3,-2.9744,0.181
META,2025-12-30,665.95,631.4429,734.9643,8.65,"20MA눌림목, 50MA눌림목, BB하단반등, 이평정배열, 스토캐스틱크로스",2026-01-09,653.06,-1.9856,expired,7,-4.5394,0.0
QCOM,2025-12-30,173.65,166.3714,188.2071,8.03,"20MA눌림목, 50MA눌림목, BB하단반등",2026-01-09,177.78,2.3284,expired,7,-1.5203,6.2194
KHC,2025-12-30,24.43,23.7196,25.8509,7.53,"20MA눌림목, 50MA눌림목, BB하단반등",2026-01-06,23.7196,-2.958,stop_loss,4,-3.9705,0.5117
GILD,2025-12-31,122.74,117.52,133.18,4.41,이평정배열,2026-01-05,117.52,-4.3029,stop_loss,2,-4.7743,0.0
EXC,2026-01-02,43.92,42.8471,46.0657,10.0,"20MA눌림목, 50MA눌림목, BB하단반등, 골든크로스, 이평정배열, 스토캐스틱크로스",2026-01-05,42.8471,-2.4928,stop_loss,1,-2.5729,0.0
KHC,2026-01-02,24.39,23.6603,25.8494,10.0,"20MA눌림목, 50MA눌림목, BB하단반등, MACD상향, 스토캐스틱크로스",2026-01-06,23.6603,-3.0419,stop_loss,2,-3.813,0.0
QCOM,2026-01-02,172.98,166.5457,185.8486,10.0,"20MA눌림목, 50MA눌림목, BB하단반등, 스토캐스틱크로스",2026-01-13,166.5457,-3.7697,stop_loss,7,-4.6306,6.6308
CHTR,2026-01-02,209.28,200.1357,227.5686,9.84,"20MA눌림목, 50MA눌림목, BB하단반등, 스토캐스틱크로스",2026-01-13,200.1357,-4.4194,stop_loss,7,-5.6527,2.781
AEP,2026-01-02,115.81,113.2257,120.9786,9.34,"20MA눌림목, 50MA눌림목, BB하단반등, 스토캐스틱크로스",2026-01-05,113.2257,-2.2815,stop_loss,1,-2.8236,0.0
CSGP,2026-01-05,66.42,63.0329,73.1943,10.0,"20MA눌림목, 50MA눌림목, BB하단반등, 이평정배열, 스토캐스틱크로스",2026-01-07,63.0329,-5.1496,stop_loss,2,-7.302,3.8543
TMUS,2026-01-05,200.86,194.5571,213.4657,9.62,"20MA눌림목, 50MA눌림목, BB하단반등, 이평정배열",2026-01-13,194.5571,-3.1879,stop_loss,6,-6.3427,0.5925
COST,2026-01-05,875.74,848.7714,929.6772,8.34,"20MA눌림목, 50MA눌림목, BB하단반등, 스토캐스틱크로스",2026-01-08,929.6772,6.109,take_profit,3,-0.507,6.3866
ORLY,2026-01-05,90.58,87.8457,96.0486,8.14,"20MA눌림목, BB하단반등, 강세다이버전스, 스토캐스틱크로스",2026-01-14,95.02,4.8517,expired,7,-1.5235,5.9837
ADP,2026-01-05,257.32,249.3329,273.2943,8.06,"20MA눌림목, 50MA눌림목, BB하단반등, 스토캐스틱크로스",2026-01-14,258.5,0.4086,expired,7,-0.719,4.1816
CDNS,2026-01-06,314.64,301.2614,341.3972,10.0,"20MA눌림목, 50MA눌림목, BB하단반등, 거래량1.7x, 스토캐스틱크로스",2026-01-15,320.6,1.8442,expired,7,-1.5001,4.4495
CSX,2026-01-06,36.07,35.19,37.83,9.6,"20MA눌림목, 50MA눌림목, BB하단반등, 거래량1.6x, 스토캐스틱크로스",2026-01-07,35.19,-2.4897,stop_loss,1,-3.3269,0.305
AEP,2026-01-06,115.04,112.2986,120.5229,9.36,"20MA눌림목, 50MA눌림목, BB하단반등, 스토캐스틱크로스",2026-01-15,119.4,3.74,expired,7,-1.556,4.0508
EXC,2026-01-06,43.84,42.6629,46.1943,9.34,"20MA눌림목, 50MA눌림목, BB하단반등, 스토캐스틱크로스",2026-01-15,44.15,0.6571,expired,7,-2.4635,0.7755
VRSK,2026-01-06,221.23,213.9129,235.8643,9.15,"20MA눌림목, 50MA눌림목, BB하단반등, 이평정배열, 스토캐스틱크로스",2026-01-15,222.05,0.3207,expired,7,-1.573,2.3324
MSFT,2026-01-07,483.47,469.9757,510.4586,8.4,"20MA눌림목, 50MA눌림목, BB하단반등, MACD상향",2026-01-13,469.9757,-2.8411,stop_loss,4,-3.6238,0.0
ADP,2026-01-07,261.26,253.1086,277.5629,7.9,"20MA눌림목, 50MA눌림목, BB하단반등, MACD상향",2026-01-16,260.44,-0.3639,expired,7,-1.9406,2.6104
ADBE,2026-01-07,338.1,323.81,366.68,7.53,"20MA눌림목, 50MA눌림목, BB하단반등",2026-01-12,323.81,-4.2766,stop_loss,3,-4.3183,1.7303
FTNT,2026-01-07,80.02,76.5871,86.8857,7.53,"20MA눌림목, 50MA눌림목, BB하단반등",2026-01-14,76.5871,-4.34,stop_loss,5,-5.2612,0.0
INTU,2026-01-07,651.15,624.9643,703.5214,7.53,"20MA눌림목, 50MA눌림목, BB하단반등",2026-01-13,624.9643,-4.0715,stop_loss,4,-7.1811,1.0228
CPRT,2026-01-08,39.04,37.5086,42.1029,9.84,"20MA눌림목, 50MA눌림목, BB하단반등, 스토캐스틱크로스",2026-01-20,40.71,4.2277,expired,7,-0.6916,5.8146
AEP,2026-01-08,115.93,112.9357,121.9186,8.34,"20MA눌림목, 50MA눌림목, BB하단반등, 스토캐스틱크로스",2026-01-20,119.22,2.7879,expired,7,-0.4917,3.8989
CCEP,2026-01-08,88.14,85.2557,93.9086,8.06,"20MA눌림목, 50MA눌림목, BB하단반등, 스토캐스틱크로스",2026-01-20,90.29,2.3893,expired,7,-1.1686,2.9952
CSX,2026-01-08,35.32,34.3029,37.3543,8.06,"20MA눌림목, 50MA눌림목, BB하단반등, 스토캐스틱크로스",2026-01-20,35.51,0.4879,expired,7,-1.5006,3.3409
MDLZ,2026-01-08,53.99,51.9471,58.0757,8.06,"20MA눌림목, 50MA눌림목, BB하단반등, 스토캐스틱크로스",2026-01-20,58.0757,7.5175,take_profit,7,-0.815,8.0385
XEL,2026-01-09,74.26,71.9571,78.8657,9.92,"20MA눌림목, BB하단반등, 강세다이버전스, 스토캐스틱크로스",2026-01-21,76.51,2.9799,expired,7,-1.0234,3.7571
FTNT,2026-01-09,79.22,75.9957,85.6686,9.06,"20MA눌림목, 50MA눌림목, BB하단반등, 스토캐스틱크로스",2026-01-14,75.9957,-4.12,stop_loss,3,-4.3045,0.6312
FAST,2026-01-09,41.98,40.38,45.18,8.4,"20MA눌림목, 50MA눌림목, BB하단반등, MACD상향",2026-01-21,44.61,6.2149,expired,7,-1.8104,6.7651
META,2026-01-09,653.06,628.3343,702.5114,8.06,"20MA눌림목, 50MA눌림목, BB하단반등, 스토캐스틱크로스",2026-01-13,628.3343,-3.8361,stop_loss,2,-4.4345,0.1393
TMUS,2026-01-09,200.56,193.7486,214.1829,7.84,"20MA눌림목, 50MA눌림목, BB하단반등, 스토캐스틱크로스",2026-01-13,193.7486,-3.4462,stop_loss,2,-6.2026,0.1047
PEP,2026-01-12,141.36,137.2157,149.6486,9.07,"20MA눌림목, 50MA눌림목, BB하단반등, 거래량1.5x",2026-01-22,144.4,2.1005,expired,7,-0.2264,4.7043
DDOG,2026-01-12,126.57,117.4263,144.8574,8.66,"BB하단반등, 강세다이버전스, 거래량1.8x, 스토캐스틱크로스",2026-01-20,117.4263,-7.2742,stop_loss,5,-8.4933,1.8093
GILD,2026-01-12,122.6,116.9757,133.8486,8.04,"20MA눌림목, 50MA눌림목, BB하단반등, 스토캐스틱크로스",2026-01-22,131.14,6.9157,expired,7,-1.9413,8.5644
CSX,2026-01-12,35.22,34.18,37.3,8.03,"20MA눌림목, 50MA눌림목, BB하단반등",2026-01-22,35.78,1.54,expired,7,-0.1704,4.628
EA,2026-01-12,204.25,203.4343,205.8814,7.55,"20MA눌림목, 50MA눌림목, BB하단반등, 거래량1.5x",2026-01-22,204.38,0.0136,expired,7,-0.2693,0.1714
CSX,2026-01-13,35.63,34.5914,37.7071,9.06,"20MA눌림목, 50MA눌림목, BB하단반등, 스토캐스틱크로스",2026-01-23,36.64,2.7847,expired,7,-1.1788,5.3887
AEP,2026-01-13,116.62,113.4729,122.9143,8.8,"20MA눌림목, 50MA눌림목, BB하단반등, 강세다이버전스, 이평정배열",2026-01-23,116.63,-0.0414,expired,7,-0.9089,3.2842
EXC,2026-01-13,43.32,42.03,45.9,8.36,"20MA눌림목, 50MA눌림목, BB하단반등, 스토캐스틱크로스",2026-01-23,44.06,1.6582,expired,7,0.0,4.409
CCEP,2026-01-13,89.47,86.4429,95.5243,8.06,"20MA눌림목, 50MA눌림목, BB하단반등, 스토캐스틱크로스",2026-01-23,89.85,0.3747,expired,7,-1.7436,1.6542
PANW,2026-01-13,190.85,182.0129,208.5243,7.59,"20MA눌림목, 50MA눌림목, 이평정배열, 스토캐스틱크로스",2026-01-21,182.0129,-4.6804,stop_loss,5,-6.3243,1.6872
CSX,2026-01-14,36.18,35.0557,38.4286,10.0,"20MA눌림목, 50MA눌림목, BB하단반등, 거래량1.6x",2026-01-26,37.47,3.5155,expired,7,-2.681,4.1183
EXC,2026-01-14,43.6,42.2829,46.2343,10.0,"20MA눌림목, 50MA눌림목, BB하단반등, 강세다이버전스, 거래량1.8x",2026-01-26,44.55,2.1289,expired,7,-0.4128,3.7385
GILD,2026-01-14,124.07,118.3171,135.5757,9.43,"20MA눌림목, 50MA눌림목, BB하단반등, MACD상향, 스토캐스틱크로스",2026-01-23,135.5757,9.2236,take_profit,6,-2.5147,9.8573
CHTR,2026-01-14,202.34,190.23,226.56,9.06,"20MA눌림목, 50MA눌림목, BB하단반등, 스토캐스틱크로스",2026-01-16,190.23,-6.035,stop_loss,2,-7.1612,0.0
ADP,2026-01-14,258.5,249.9886,275.5229,8.64,"20MA눌림목, 50MA눌림목, BB하단반등, 이평정배열",2026-01-26,258.17,-0.1777,expired,7,-1.6673,1.9652
ADP,2026-01-15,260.2,251.4914,277.6172,10.0,"20MA눌림목, 50MA눌림목, BB하단반등, 이평정배열, 스토캐스틱크로스",2026-01-27,254.51,-2.2368,expired,7,-2.598,0.342
CDNS,2026-01-15,320.6,301.9457,357.9086,9.65,"20MA눌림목, 50MA눌림목, BB하단반등, 이평정배열, 스토캐스틱크로스",2026-01-27,318.37,-0.7456,expired,7,-4.8815,0.9451
PAYX,2026-01-15,110.51,106.1014,119.3271,9.06,"20MA눌림목, 50MA눌림목, BB하단반등, 스토캐스틱크로스",2026-01-26,106.1014,-4.0393,stop_loss,6,-4.7236,0.8325
CCEP,2026-01-15,89.24,86.0043,95.7114,8.92,"20MA눌림목, 50MA눌림목, BB하단반등, MACD상향",2026-01-27,90.77,1.6645,expired,7,-1.3783,1.9162
EXC,2026-01-15,44.15,42.8,46.85,8.49,"20MA눌림목, 50MA눌림목, BB하단반등, 강세다이버전스",2026-01-27,44.83,1.4902,expired,7,-1.6535,2.4462
EXC,2026-01-16,44.73,43.3243,47.5414,10.0,"20MA눌림목, 50MA눌림목, BB하단반등, 돌파(20d_high_breakout), 강세다이버전스, 골든크로스, 거래량2.3x, 스퀴즈돌파",2026-01-28,44.76,0.0171,expired,7,-2.9287,1.1178
GILD,2026-01-16,124.91,118.4757,137.7786,10.0,"20MA눌림목, 50MA눌림목, BB하단반등, 골든크로스, MACD상향, 거래량1.7x, 스토캐스틱크로스",2026-01-26,137.7786,10.2523,take_profit,5,-2.1055,10.5036
CSGP,2026-01-16,65.34,59.8986,76.2229,8.34,"20MA눌림목, 50MA눌림목, MACD상향",2026-01-28,65.2,-0.2643,expired,7,-3.872,8.0043
CCEP,2026-01-16,89.29,86.0057,95.8586,8.33,"20MA눌림목, 50MA눌림목, BB하단반등",2026-01-28,91.03,1.8987,expired,7,-1.4335,2.7663
ADP,2026-01-16,260.44,251.4643,278.3914,8.31,"20MA눌림목, 50MA눌림목, BB하단반등",2026-01-28,251.4643,-3.4964,stop_loss,7,-4.6613,0.0806
KDP,2026-01-20,27.95,26.9214,30.0071,10.0,"20MA눌림목, 50MA눌림목, BB하단반등, 골든크로스, MACD상향, 거래량1.6x, 스토캐스틱크로스",2026-01-28,26.9214,-3.73,stop_loss,6,-5.5456,0.4651
TTWO,2026-01-20,240.61,229.4443,262.9414,10.0,"20MA눌림목, 50MA눌림목, BB하단반등, 스토캐스틱크로스",2026-01-29,239.27,-0.6069,expired,7,-2.8095,3.2999
ABNB,2026-01-20,130.73,123.1428,145.9043,9.06,"20MA눌림목, 50MA눌림목, BB하단반등, 스토캐스틱크로스",2026-01-29,131.77,0.7455,expired,7,-0.7879,4.9568
CMCSA,2026-01-20,28.16,26.7077,31.0647,8.8,"20MA눌림목, BB하단반등, 이평정배열, 거래량1.5x, 스토캐스틱크로스",2026-01-29,29.24,3.7852,expired,7,-2.0597,6.9247
AMGN,2026-01-20,331.0,315.4271,362.1457,8.4,"20MA눌림목, 50MA눌림목, BB하단반등, MACD상향",2026-01-29,342.94,3.5573,expired,7,-0.5076,6.7221
CSX,2026-01-21,36.53,35.1686,39.2529,10.0,"20MA눌림목, 50MA눌림목, BB하단반등, 골든크로스, MACD상향, 스토캐스틱크로스",2026-01-30,37.76,3.3171,expired,7,-2.4637,4.3252
XEL,2026-01-21,76.51,73.7971,81.9357,10.0,"20MA눌림목, 50MA눌림목, 돌파(20d_high_breakout), 이평정배열, 거래량2.5x, 스퀴즈돌파",2026-01-30,76.06,-0.6382,expired,7,-2.8232,0.6274
BKNG,2026-01-21,5163.6099,4889.4699,5711.8899,9.6,"20MA눌림목, 50MA눌림목, BB하단반등, 거래량1.5x, 스토캐스틱크로스",2026-01-30,5001.8398,-3.1829,expired,7,-4.0437,1.6461
NVDA,2026-01-21,183.32,172.2743,205.4114,9.06,"20MA눌림목, 50MA눌림목, BB하단반등, 스토캐스틱크로스",2026-01-30,191.13,4.2103,expired,7,0.0,6.0932
GEHC,2026-01-21,81.1,75.905,91.49,8.56,"20MA눌림목, 50MA눌림목, BB하단반등, 스토캐스틱크로스",2026-01-30,78.97,-2.6764,expired,7,-4.2293,2.6017
CSCO,2026-01-22,74.33,71.5829,79.8243,10.0,"20MA눌림목, 50MA눌림목, BB하단반등, 강세다이버전스, 스토캐스틱크로스",2026-02-02,79.8243,7.3417,take_profit,7,-0.8341,9.1888
CCEP,2026-01-22,89.65,85.8986,97.1529,9.34,"20MA눌림목, 50MA눌림목, BB하단반등, 스토캐스틱크로스",2026-02-02,92.2,2.7944,expired,7,-1.0597,3.5137
GEHC,2026-01-22,81.89,76.5921,92.4857,9.07,"20MA눌림목, 50MA눌림목, BB하단반등, 거래량1.8x",2026-02-02,80.11,-2.2236,expired,7,-5.1533,0.0
AMZN,2026-01-22,234.34,221.5429,259.9343,9.06,"20MA눌림목, 50MA눌림목, BB하단반등, 스토캐스틱크로스",2026-02-02,242.96,3.6284,expired,7,0.0,5.7353
TTWO,2026-01-22,241.1,229.2729,264.7543,8.56,"20MA눌림목, 50MA눌림목, BB하단반등, 스토캐스틱크로스",2026-01-30,229.2729,-4.9555,stop_loss,6,-12.4305,3.09
CSX,2026-01-23,36.64,34.9743,39.9714,10.0,"20MA눌림목, 50MA눌림목, BB하단반등, 거래량1.7x, 스토캐스틱크로스",2026-02-03,39.15,6.8004,expired,7,-0.2183,7.6692
KDP,2026-01-23,27.76,26.6271,30.0257,9.95,"20MA눌림목, 50MA눌림목, BB하단반등, MACD상향, 스토캐스틱크로스",2026-01-28,26.6271,-4.1309,stop_loss,3,-4.8991,0.072
CSCO,2026-01-23,74.59,71.8514,80.0671,9.7,"20MA눌림목, 50MA눌림목, BB하단반등, 강세다이버전스",2026-02-02,80.0671,7.293,take_profit,6,0.0,8.8082
CCEP,2026-01-23,89.85,86.3157,96.9186,9.12,"20MA눌림목, 50MA눌림목, BB하단반등, 이평정배열",2026-02-03,92.38,2.7658,expired,7,-0.7791,4.4519
META,2026-01-23,658.76,623.6886,728.9029,8.89,"20MA눌림목, 50MA눌림목, MACD상향, 거래량1.7x",2026-01-29,728.9029,10.5977,take_profit,4,0.0,12.9395
CSCO,2026-01-26,77.01,74.09,82.85,10.0,"20MA눌림목, 50MA눌림목, 돌파(10d_high_breakout), 강세다이버전스, MACD상향, 스퀴즈돌파",2026-02-03,82.85,7.5334,take_profit,6,0.0,8.1028
XEL,2026-01-26,75.73,73.0543,81.0814,9.65,"20MA눌림목, 50MA눌림목, BB하단반등, 이평정배열, 스토캐스틱크로스",2026-02-04,76.2,0.5706,expired,7,-2.1392,1.9939
EXC,2026-01-26,44.55,42.9886,47.6729,8.15,"20MA눌림목, 50MA눌림목, BB하단반등, 이평정배열, 스토캐스틱크로스",2026-02-04,43.43,-2.564,expired,7,-2.9181,1.3917
GEHC,2026-01-26,80.27,75.1121,90.5857,8.03,"20MA눌림목, 50MA눌림목, BB하단반등",2026-02-04,82.63,2.8901,expired,7,-3.2391,6.5653
PEP,2026-01-26,145.87,140.8557,155.8986,7.59,"20MA눌림목, 50MA눌림목, 이평정배열, 스토캐스틱크로스",2026-02-02,155.8986,6.825,take_profit,5,-0.3702,7.3696
CSGP,2026-01-27,66.22,59.9914,78.6771,10.0,"20MA눌림목, 50MA눌림목, 이평정배열, 거래량2.6x",2026-02-03,59.9914,-9.4559,stop_loss,5,-22.1232,2.2048
GEHC,2026-01-27,80.32,75.3929,90.1743,9.12,"20MA눌림목, 50MA눌림목, BB하단반등, 스토캐스틱크로스",2026-02-05,82.31,2.4276,expired,7,-3.2993,6.499
NVDA,2026-01-27,188.52,178.6586,208.2429,8.32,"20MA눌림목, 50MA눌림목, BB하단반등, 골든크로스",2026-02-03,178.6586,-5.281,stop_loss,5,-6.5192,3.1668
XEL,2026-01-27,76.33,73.6229,81.7443,8.12,"20MA눌림목, 50MA눌림목, BB하단반등, 이평정배열",2026-02-05,76.12,-0.3251,expired,7,-2.9084,1.1922
KHC,2026-01-27,23.7,22.4129,26.2743,7.84,"20MA눌림목, 50MA눌림목, MACD상향",2026-02-05,24.445,3.0935,expired,7,-3.038,4.7679
VRSK,2026-01-28,219.03,210.6529,235.7843,9.73,"20MA눌림목, 50MA눌림목, BB하단반등, 강세다이버전스, 스토캐스틱크로스",2026-02-03,210.6529,-3.8747,stop_loss,4,-12.7425,0.0913
TSLA,2026-01-28,431.46,405.2814,483.8171,8.03,"20MA눌림목, 50MA눌림목, BB하단반등",2026-02-04,405.2814,-6.1174,stop_loss,5,-7.4816,2.0326
PANW,2026-01-28,183.74,173.7229,203.7743,7.03,"20MA눌림목, 50MA눌림목, BB하단반등",2026-01-29,173.7229,-5.5018,stop_loss,1,-6.7977,0.0
CCEP,2026-01-28,91.03,87.6114,97.8671,6.56,"20MA눌림목, 50MA눌림목, 이평정배열",2026-02-06,97.56,7.1235,expired,7,-0.5053,7.2833
MRVL,2026-01-28,83.62,77.8486,95.1629,6.27,"20MA눌림목, 50MA눌림목",2026-02-02,77.8486,-6.952,stop_loss,3,-8.2516,0.0
CDW,2026-01-29,125.2,118.4686,138.6629,9.2,"20MA눌림목, BB하단반등, 강세다이버전스, 스토캐스틱크로스",2026-02-04,138.6629,10.7031,take_profit,4,-0.9105,12.2684
CHTR,2026-01-29,191.52,176.4414,221.6771,8.63,"20MA눌림목, 강세다이버전스, 거래량1.9x, 스토캐스틱크로스",2026-02-04,221.6771,15.6962,take_profit,4,0.0,18.6978
ROST,2026-01-29,186.5,179.9543,199.5914,8.62,"20MA눌림목, 50MA눌림목, BB하단반등, 스토캐스틱크로스",2026-02-09,194.5,4.2395,expired,7,-0.4504,4.429
ABNB,2026-01-29,131.77,124.0579,147.1943,8.53,"20MA눌림목, 50MA눌림목, BB하단반등",2026-02-03,124.0579,-5.9027,stop_loss,3,-8.8563,0.5388
CTAS,2026-01-29,189.65,183.1428,202.6643,7.03,"20MA눌림목, 50MA눌림목, BB하단반등",2026-02-09,194.76,2.6444,expired,7,-1.8508,3.8228
